gid	accident_cnt	geometry	num_children	num_school	num_facility
다사587110	0	MULTIPOLYGON (((127.0346289928451 37.1968831326072, 127.0346234597445 37.19778451569779, 127.0357502456735 37.19778893669447, 127.0357557653784 37.19688755346036, 127.0346289928451 37.1968831326072)))	34.0	0.0	0.0
다사587111	0	MULTIPOLYGON (((127.0346234597445 37.19778451569779, 127.0346179263976 37.1986858986502, 127.035744725723 37.19869031979042, 127.0357502456735 37.19778893669447, 127.0346234597445 37.19778451569779)))	0.0	0.0	0.0
다사587112	0	MULTIPOLYGON (((127.0346179263976 37.1986858986502, 127.0346123928044 37.1995872814644, 127.0357392055268 37.19959170274814, 127.035744725723 37.19869031979042, 127.0346179263976 37.1986858986502)))	0.0	0.0	0.0
다사587113	0	MULTIPOLYGON (((127.0346123928044 37.1995872814644, 127.034606858965 37.20048866414042, 127.0357336850849 37.20049308556769, 127.0357392055268 37.19959170274814, 127.0346123928044 37.1995872814644)))	0.0	0.0	0.0
다사588040	0	MULTIPOLYGON (((127.036141534909 37.13379038375378, 127.0361360323727 37.13469177665785, 127.0372618822814 37.1346961769236, 127.0372673714636 37.13379478387659, 127.036141534909 37.13379038375378)))	0.0	0.0	0.0
다사588041	0	MULTIPOLYGON (((127.0361360323727 37.13469177665785, 127.0361305295914 37.13559316942384, 127.0372563928549 37.13559756983252, 127.0372618822814 37.1346961769236, 127.0361360323727 37.13469177665785)))	0.0	0.0	0.0
다사588042	0	MULTIPOLYGON (((127.0361305295914 37.13559316942384, 127.0361250265654 37.13649456205169, 127.0372509031841 37.13649896260334, 127.0372563928549 37.13559756983252, 127.0361305295914 37.13559316942384)))	0.0	0.0	0.0
다사588043	0	MULTIPOLYGON (((127.0361250265654 37.13649456205169, 127.0361195232944 37.13739595454147, 127.037245413269 37.13740035523606, 127.0372509031841 37.13649896260334, 127.0361250265654 37.13649456205169)))	0.0	0.0	0.0
다사588044	0	MULTIPOLYGON (((127.0361195232944 37.13739595454147, 127.0361140197785 37.13829734689314, 127.0372399231097 37.13830174773068, 127.037245413269 37.13740035523606, 127.0361195232944 37.13739595454147)))	0.0	0.0	0.0
다사588045	0	MULTIPOLYGON (((127.0361140197785 37.13829734689314, 127.0361085160177 37.1391987391067, 127.0372344327059 37.13920314008722, 127.0372399231097 37.13830174773068, 127.0361140197785 37.13829734689314)))	6.0	0.0	0.0
다사588046	0	MULTIPOLYGON (((127.0361085160177 37.1391987391067, 127.036103012012 37.14010013118215, 127.0372289420579 37.14010453230563, 127.0372344327059 37.13920314008722, 127.0361085160177 37.1391987391067)))	0.0	0.0	0.0
다사588047	0	MULTIPOLYGON (((127.036103012012 37.14010013118215, 127.0360975077613 37.14100152311951, 127.0372234511655 37.14100592438594, 127.0372289420579 37.14010453230563, 127.036103012012 37.14010013118215)))	0.0	0.0	0.0
다사588048	0	MULTIPOLYGON (((127.0360975077613 37.14100152311951, 127.0360920032657 37.14190291491875, 127.0372179600287 37.14190731632816, 127.0372234511655 37.14100592438594, 127.0360975077613 37.14100152311951)))	0.0	0.0	0.0
다사588049	0	MULTIPOLYGON (((127.0360920032657 37.14190291491875, 127.0360864985251 37.14280430657988, 127.0372124686476 37.14280870813226, 127.0372179600287 37.14190731632816, 127.0360920032657 37.14190291491875)))	0.0	0.0	0.0
다사588050	0	MULTIPOLYGON (((127.0360864985251 37.14280430657988, 127.0360809935396 37.14370569810289, 127.0372069770221 37.14371009979826, 127.0372124686476 37.14280870813226, 127.0360864985251 37.14280430657988)))	0.0	0.0	0.0
다사588051	0	MULTIPOLYGON (((127.0360809935396 37.14370569810289, 127.0360754883091 37.1446070894878, 127.0372014851522 37.14461149132615, 127.0372069770221 37.14371009979826, 127.0360809935396 37.14370569810289)))	0.0	0.0	0.0
다사588052	0	MULTIPOLYGON (((127.0360754883091 37.1446070894878, 127.0360699828335 37.1455084807346, 127.037195993038 37.14551288271593, 127.0372014851522 37.14461149132615, 127.0360754883091 37.1446070894878)))	0.0	0.0	0.0
다사588053	0	MULTIPOLYGON (((127.0360699828335 37.1455084807346, 127.036064477113 37.14640987184327, 127.0371905006792 37.14641427396758, 127.037195993038 37.14551288271593, 127.0360699828335 37.1455084807346)))	0.0	0.0	0.0
다사588054	0	MULTIPOLYGON (((127.036064477113 37.14640987184327, 127.0360589711474 37.14731126281382, 127.0371850080761 37.14731566508114, 127.0371905006792 37.14641427396758, 127.036064477113 37.14640987184327)))	0.0	0.0	0.0
다사588055	0	MULTIPOLYGON (((127.0360589711474 37.14731126281382, 127.0360534649368 37.14821265364627, 127.0371795152286 37.14821705605658, 127.0371850080761 37.14731566508114, 127.0360589711474 37.14731126281382)))	0.0	0.0	0.0
다사588056	0	MULTIPOLYGON (((127.0360534649368 37.14821265364627, 127.0360479584812 37.1491140443406, 127.0371740221366 37.1491184468939, 127.0371795152286 37.14821705605658, 127.0360534649368 37.14821265364627)))	0.0	0.0	0.0
다사588057	0	MULTIPOLYGON (((127.0360479584812 37.1491140443406, 127.0360424517805 37.15001543489682, 127.0371685288001 37.15001983759311, 127.0371740221366 37.1491184468939, 127.0360479584812 37.1491140443406)))	0.0	0.0	0.0
다사588058	0	MULTIPOLYGON (((127.0360424517805 37.15001543489682, 127.0360369448348 37.1509168253149, 127.0371630352192 37.1509212281542, 127.0371685288001 37.15001983759311, 127.0360424517805 37.15001543489682)))	0.0	0.0	0.0
다사588059	0	MULTIPOLYGON (((127.0360369448348 37.1509168253149, 127.036031437644 37.15181821559487, 127.0371575413938 37.15182261857719, 127.0371630352192 37.1509212281542, 127.0360369448348 37.1509168253149)))	0.0	0.0	0.0
다사588060	0	MULTIPOLYGON (((127.036031437644 37.15181821559487, 127.0360259302081 37.15271960573671, 127.0371520473239 37.15272400886202, 127.0371575413938 37.15182261857719, 127.036031437644 37.15181821559487)))	0.0	0.0	0.0
다사588061	0	MULTIPOLYGON (((127.0360259302081 37.15271960573671, 127.0360204225271 37.15362099574042, 127.0371465530094 37.15362539900875, 127.0371520473239 37.15272400886202, 127.0360259302081 37.15271960573671)))	0.0	0.0	0.0
다사588062	0	MULTIPOLYGON (((127.0360204225271 37.15362099574042, 127.0360149146009 37.154522385606, 127.0371410584505 37.15452678901736, 127.0371465530094 37.15362539900875, 127.0360204225271 37.15362099574042)))	0.0	0.0	0.0
다사588063	0	MULTIPOLYGON (((127.0360149146009 37.154522385606, 127.0360094064297 37.15542377533348, 127.037135563647 37.15542817888785, 127.0371410584505 37.15452678901736, 127.0360149146009 37.154522385606)))	0.0	0.0	0.0
다사588064	0	MULTIPOLYGON (((127.0360094064297 37.15542377533348, 127.0360038980133 37.15632516492281, 127.0371300685991 37.15632956862022, 127.037135563647 37.15542817888785, 127.0360094064297 37.15542377533348)))	0.0	0.0	0.0
다사588065	0	MULTIPOLYGON (((127.0360038980133 37.15632516492281, 127.0359983893518 37.15722655437401, 127.0371245733065 37.15723095821444, 127.0371300685991 37.15632956862022, 127.0360038980133 37.15632516492281)))	0.0	0.0	0.0
다사588066	0	MULTIPOLYGON (((127.0359983893518 37.15722655437401, 127.0359928804451 37.15812794368708, 127.0371190777694 37.15813234767054, 127.0371245733065 37.15723095821444, 127.0359983893518 37.15722655437401)))	0.0	0.0	0.0
다사588067	0	MULTIPOLYGON (((127.0359928804451 37.15812794368708, 127.0359873712933 37.15902933286205, 127.0371135819877 37.15903373698853, 127.0371190777694 37.15813234767054, 127.0359928804451 37.15812794368708)))	0.0	0.0	0.0
다사588068	0	MULTIPOLYGON (((127.0359873712933 37.15902933286205, 127.0359818618963 37.15993072189885, 127.0371080859615 37.15993512616837, 127.0371135819877 37.15903373698853, 127.0359873712933 37.15902933286205)))	0.0	0.0	0.0
다사588069	0	MULTIPOLYGON (((127.0359818618963 37.15993072189885, 127.0359763522541 37.16083211079752, 127.0371025896906 37.1608365152101, 127.0371080859615 37.15993512616837, 127.0359818618963 37.15993072189885)))	0.0	0.0	0.0
다사588070	0	MULTIPOLYGON (((127.0359763522541 37.16083211079752, 127.0359708423667 37.16173349955806, 127.0370970931751 37.16173790411368, 127.0371025896906 37.1608365152101, 127.0359763522541 37.16083211079752)))	0.0	1.0	0.0
다사588071	0	MULTIPOLYGON (((127.0359708423667 37.16173349955806, 127.035965332234 37.16263488818046, 127.0370915964151 37.16263929287913, 127.0370970931751 37.16173790411368, 127.0359708423667 37.16173349955806)))	0.0	0.0	0.0
다사588072	0	MULTIPOLYGON (((127.035965332234 37.16263488818046, 127.0359598218562 37.16353627666473, 127.0370860994104 37.16354068150644, 127.0370915964151 37.16263929287913, 127.035965332234 37.16263488818046)))	0.0	0.0	0.0
다사588073	0	MULTIPOLYGON (((127.0359598218562 37.16353627666473, 127.0359543112331 37.16443766501086, 127.037080602161 37.16444206999562, 127.0370860994104 37.16354068150644, 127.0359598218562 37.16353627666473)))	0.0	0.0	0.0
다사588074	0	MULTIPOLYGON (((127.0359543112331 37.16443766501086, 127.0359488003648 37.16533905321884, 127.037075104667 37.16534345834665, 127.037080602161 37.16444206999562, 127.0359543112331 37.16443766501086)))	0.0	0.0	0.0
다사588075	0	MULTIPOLYGON (((127.0359488003648 37.16533905321884, 127.0359432892512 37.16624044128869, 127.0370696069284 37.16624484655957, 127.037075104667 37.16534345834665, 127.0359488003648 37.16533905321884)))	0.0	0.0	0.0
다사588076	0	MULTIPOLYGON (((127.0359432892512 37.16624044128869, 127.0359377778923 37.16714182922039, 127.037064108945 37.16714623463434, 127.0370696069284 37.16624484655957, 127.0359432892512 37.16624044128869)))	0.0	0.0	0.0
다사588077	0	MULTIPOLYGON (((127.0359377778923 37.16714182922039, 127.0359322662882 37.16804321701397, 127.037058610717 37.16804762257097, 127.037064108945 37.16714623463434, 127.0359377778923 37.16714182922039)))	0.0	0.0	0.0
다사588078	0	MULTIPOLYGON (((127.0359322662882 37.16804321701397, 127.0359267544387 37.16894460466936, 127.0370531122443 37.16894901036945, 127.037058610717 37.16804762257097, 127.0359322662882 37.16804321701397)))	0.0	0.0	0.0
다사588079	0	MULTIPOLYGON (((127.0359267544387 37.16894460466936, 127.035921242344 37.16984599218663, 127.0370476135268 37.16985039802979, 127.0370531122443 37.16894901036945, 127.0359267544387 37.16894460466936)))	0.0	0.0	0.0
다사588080	0	MULTIPOLYGON (((127.035921242344 37.16984599218663, 127.0359157300039 37.17074737956574, 127.0370421145647 37.17075178555199, 127.0370476135268 37.16985039802979, 127.035921242344 37.16984599218663)))	0.0	0.0	0.0
다사588081	0	MULTIPOLYGON (((127.0359157300039 37.17074737956574, 127.0359102174185 37.17164876680671, 127.0370366153578 37.17165317293603, 127.0370421145647 37.17075178555199, 127.0359157300039 37.17074737956574)))	0.0	0.0	0.0
다사588082	0	MULTIPOLYGON (((127.0359102174185 37.17164876680671, 127.0359047045878 37.17255015390953, 127.0370311159061 37.17255456018193, 127.0370366153578 37.17165317293603, 127.0359102174185 37.17164876680671)))	0.0	0.0	0.0
다사588083	0	MULTIPOLYGON (((127.0359047045878 37.17255015390953, 127.0358991915118 37.1734515408742, 127.0370256162097 37.17345594728969, 127.0370311159061 37.17255456018193, 127.0359047045878 37.17255015390953)))	0.0	0.0	0.0
다사588084	0	MULTIPOLYGON (((127.0358991915118 37.1734515408742, 127.0358936781903 37.1743529277007, 127.0370201162686 37.17435733425928, 127.0370256162097 37.17345594728969, 127.0358991915118 37.1734515408742)))	0.0	0.0	0.0
다사588085	0	MULTIPOLYGON (((127.0358936781903 37.1743529277007, 127.0358881646235 37.17525431438907, 127.0370146160827 37.17525872109074, 127.0370201162686 37.17435733425928, 127.0358936781903 37.1743529277007)))	0.0	0.0	0.0
다사588086	0	MULTIPOLYGON (((127.0358881646235 37.17525431438907, 127.0358826508113 37.17615570093928, 127.037009115652 37.17616010778404, 127.0370146160827 37.17525872109074, 127.0358881646235 37.17525431438907)))	0.0	0.0	0.0
다사588087	0	MULTIPOLYGON (((127.0358826508113 37.17615570093928, 127.0358771367537 37.17705708735133, 127.0370036149764 37.17706149433921, 127.037009115652 37.17616010778404, 127.0358826508113 37.17615570093928)))	0.0	0.0	0.0
다사588088	0	MULTIPOLYGON (((127.0358771367537 37.17705708735133, 127.0358716224507 37.17795847362522, 127.0369981140561 37.17796288075619, 127.0370036149764 37.17706149433921, 127.0358771367537 37.17705708735133)))	0.0	0.0	0.0
다사588089	0	MULTIPOLYGON (((127.0358716224507 37.17795847362522, 127.0358661079023 37.17885985976095, 127.036992612891 37.17886426703503, 127.0369981140561 37.17796288075619, 127.0358716224507 37.17795847362522)))	0.0	0.0	0.0
다사588090	0	MULTIPOLYGON (((127.0358661079023 37.17885985976095, 127.0358605931085 37.17976124575852, 127.036987111481 37.17976565317571, 127.036992612891 37.17886426703503, 127.0358661079023 37.17885985976095)))	0.0	0.0	0.0
다사588091	0	MULTIPOLYGON (((127.0358605931085 37.17976124575852, 127.0358550780692 37.18066263161793, 127.0369816098261 37.18066703917823, 127.036987111481 37.17976565317571, 127.0358605931085 37.17976124575852)))	0.0	0.0	0.0
다사588092	0	MULTIPOLYGON (((127.0358550780692 37.18066263161793, 127.0358495627844 37.18156401733918, 127.0369761079264 37.1815684250426, 127.0369816098261 37.18066703917823, 127.0358550780692 37.18066263161793)))	0.0	0.0	0.0
다사588093	0	MULTIPOLYGON (((127.0358495627844 37.18156401733918, 127.0358440472542 37.18246540292226, 127.0369706057819 37.18246981076881, 127.0369761079264 37.1815684250426, 127.0358495627844 37.18156401733918)))	0.0	0.0	0.0
다사588094	0	MULTIPOLYGON (((127.0358440472542 37.18246540292226, 127.0358385314785 37.18336678836718, 127.0369651033924 37.18337119635684, 127.0369706057819 37.18246981076881, 127.0358440472542 37.18246540292226)))	0.0	0.0	0.0
다사588095	0	MULTIPOLYGON (((127.0358385314785 37.18336678836718, 127.0358330154574 37.18426817367395, 127.0369596007581 37.18427258180674, 127.0369651033924 37.18337119635684, 127.0358385314785 37.18336678836718)))	0.0	0.0	0.0
다사588096	1	MULTIPOLYGON (((127.0358330154574 37.18426817367395, 127.0358274991907 37.18516955884253, 127.0369540978788 37.18517396711846, 127.0369596007581 37.18427258180674, 127.0358330154574 37.18426817367395)))	0.0	0.0	0.0
다사588097	0	MULTIPOLYGON (((127.0358274991907 37.18516955884253, 127.0358219826785 37.18607094387293, 127.0369485947547 37.186075352292, 127.0369540978788 37.18517396711846, 127.0358274991907 37.18516955884253)))	0.0	0.0	0.0
다사588098	0	MULTIPOLYGON (((127.0358219826785 37.18607094387293, 127.0358164659208 37.18697232876519, 127.0369430913856 37.18697673732739, 127.0369485947547 37.186075352292, 127.0358219826785 37.18607094387293)))	0.0	0.0	0.0
다사588099	0	MULTIPOLYGON (((127.0358164659208 37.18697232876519, 127.0358109489176 37.18787371351927, 127.0369375877716 37.18787812222461, 127.0369430913856 37.18697673732739, 127.0358164659208 37.18697232876519)))	0.0	0.0	0.0
다사588100	0	MULTIPOLYGON (((127.0358109489176 37.18787371351927, 127.0358054316688 37.18877509813518, 127.0369320839126 37.18877950698366, 127.0369375877716 37.18787812222461, 127.0358109489176 37.18787371351927)))	0.0	0.0	0.0
다사588101	0	MULTIPOLYGON (((127.0358054316688 37.18877509813518, 127.0357999141745 37.1896764826129, 127.0369265798087 37.18968089160453, 127.0369320839126 37.18877950698366, 127.0358054316688 37.18877509813518)))	0.0	0.0	0.0
다사588102	0	MULTIPOLYGON (((127.0357999141745 37.1896764826129, 127.0357943964346 37.19057786695245, 127.0369210754598 37.19058227608723, 127.0369265798087 37.18968089160453, 127.0357999141745 37.1896764826129)))	0.0	0.0	0.0
다사588103	0	MULTIPOLYGON (((127.0357943964346 37.19057786695245, 127.0357888784491 37.19147925115384, 127.0369155708659 37.19148366043177, 127.0369210754598 37.19058227608723, 127.0357943964346 37.19057786695245)))	0.0	0.0	0.0
다사588104	0	MULTIPOLYGON (((127.0357888784491 37.19147925115384, 127.035783360218 37.19238063521706, 127.036910066027 37.19238504463814, 127.0369155708659 37.19148366043177, 127.0357888784491 37.19147925115384)))	0.0	0.0	0.0
다사588105	0	MULTIPOLYGON (((127.035783360218 37.19238063521706, 127.0357778417414 37.19328201914207, 127.0369045609432 37.19328642870633, 127.036910066027 37.19238504463814, 127.035783360218 37.19238063521706)))	0.0	0.0	0.0
다사588106	0	MULTIPOLYGON (((127.0357778417414 37.19328201914207, 127.035772323019 37.19418340292892, 127.0368990556143 37.19418781263634, 127.0369045609432 37.19328642870633, 127.0357778417414 37.19328201914207)))	0.0	0.0	0.0
다사588107	0	MULTIPOLYGON (((127.035772323019 37.19418340292892, 127.0357668040511 37.19508478657758, 127.0368935500403 37.19508919642816, 127.0368990556143 37.19418781263634, 127.035772323019 37.19418340292892)))	0.0	0.0	0.0
다사588108	0	MULTIPOLYGON (((127.0357668040511 37.19508478657758, 127.0357612848376 37.19598617008806, 127.0368880442214 37.19599058008182, 127.0368935500403 37.19508919642816, 127.0357668040511 37.19508478657758)))	0.0	0.0	0.0
다사588109	0	MULTIPOLYGON (((127.0357612848376 37.19598617008806, 127.0357557653784 37.19688755346036, 127.0368825381574 37.1968919635973, 127.0368880442214 37.19599058008182, 127.0357612848376 37.19598617008806)))	0.0	0.0	0.0
다사588110	0	MULTIPOLYGON (((127.0357557653784 37.19688755346036, 127.0357502456735 37.19778893669447, 127.0368770318483 37.19779334697458, 127.0368825381574 37.1968919635973, 127.0357557653784 37.19688755346036)))	0.0	0.0	0.0
다사588111	0	MULTIPOLYGON (((127.0357502456735 37.19778893669447, 127.035744725723 37.19869031979042, 127.0368715252941 37.1986947302137, 127.0368770318483 37.19779334697458, 127.0357502456735 37.19778893669447)))	0.0	0.0	0.0
다사588112	0	MULTIPOLYGON (((127.035744725723 37.19869031979042, 127.0357392055268 37.19959170274814, 127.0368660184949 37.19959611331462, 127.0368715252941 37.1986947302137, 127.035744725723 37.19869031979042)))	0.0	0.0	0.0
다사588113	0	MULTIPOLYGON (((127.0357392055268 37.19959170274814, 127.0357336850849 37.20049308556769, 127.0368605114505 37.20049749627736, 127.0368660184949 37.19959611331462, 127.0357392055268 37.19959170274814)))	0.0	0.0	0.0
다사589037	0	MULTIPOLYGON (((127.0372838375447 37.13109060390696, 127.0372783490952 37.13199199736825, 127.0384041591877 37.13199638651398, 127.0384096342848 37.13109499291009, 127.0372838375447 37.13109060390696)))	0.0	0.0	0.0
다사589038	0	MULTIPOLYGON (((127.0372783490952 37.13199199736825, 127.0372728604016 37.13289339069147, 127.0383986838469 37.13289777997979, 127.0384041591877 37.13199638651398, 127.0372783490952 37.13199199736825)))	0.0	0.0	0.0
다사589039	0	MULTIPOLYGON (((127.0372728604016 37.13289339069147, 127.0372673714636 37.13379478387659, 127.0383932082625 37.13379917330749, 127.0383986838469 37.13289777997979, 127.0372728604016 37.13289339069147)))	0.0	0.0	0.0
다사589040	0	MULTIPOLYGON (((127.0372673714636 37.13379478387659, 127.0372618822814 37.1346961769236, 127.0383877324344 37.13470056649712, 127.0383932082625 37.13379917330749, 127.0372673714636 37.13379478387659)))	0.0	0.0	0.0
다사589041	0	MULTIPOLYGON (((127.0372618822814 37.1346961769236, 127.0372563928549 37.13559756983252, 127.0383822563626 37.13560195954862, 127.0383877324344 37.13470056649712, 127.0372618822814 37.1346961769236)))	0.0	0.0	0.0
다사589042	0	MULTIPOLYGON (((127.0372563928549 37.13559756983252, 127.0372509031841 37.13649896260334, 127.0383767800472 37.13650335246205, 127.0383822563626 37.13560195954862, 127.0372563928549 37.13559756983252)))	0.0	0.0	0.0
다사589043	0	MULTIPOLYGON (((127.0372509031841 37.13649896260334, 127.037245413269 37.13740035523606, 127.038371303488 37.13740474523738, 127.0383767800472 37.13650335246205, 127.0372509031841 37.13649896260334)))	0.0	0.0	0.0
다사589044	0	MULTIPOLYGON (((127.037245413269 37.13740035523606, 127.0372399231097 37.13830174773068, 127.0383658266851 37.13830613787461, 127.038371303488 37.13740474523738, 127.037245413269 37.13740035523606)))	0.0	0.0	0.0
다사589045	0	MULTIPOLYGON (((127.0372399231097 37.13830174773068, 127.0372344327059 37.13920314008722, 127.0383603496385 37.13920753037375, 127.0383658266851 37.13830613787461, 127.0372399231097 37.13830174773068)))	0.0	0.0	0.0
다사589046	0	MULTIPOLYGON (((127.0372344327059 37.13920314008722, 127.0372289420579 37.14010453230563, 127.0383548723481 37.14010892273479, 127.0383603496385 37.13920753037375, 127.0372344327059 37.13920314008722)))	0.0	0.0	0.0
다사589047	0	MULTIPOLYGON (((127.0372289420579 37.14010453230563, 127.0372234511655 37.14100592438594, 127.038349394814 37.14101031495773, 127.0383548723481 37.14010892273479, 127.0372289420579 37.14010453230563)))	0.0	0.0	0.0
다사589048	0	MULTIPOLYGON (((127.0372234511655 37.14100592438594, 127.0372179600287 37.14190731632816, 127.0383439170361 37.14191170704256, 127.038349394814 37.14101031495773, 127.0372234511655 37.14100592438594)))	0.0	0.0	0.0
다사589049	0	MULTIPOLYGON (((127.0372179600287 37.14190731632816, 127.0372124686476 37.14280870813226, 127.0383384390145 37.14281309898928, 127.0383439170361 37.14191170704256, 127.0372179600287 37.14190731632816)))	0.0	0.0	0.0
다사589050	0	MULTIPOLYGON (((127.0372124686476 37.14280870813226, 127.0372069770221 37.14371009979826, 127.0383329607491 37.1437144907979, 127.0383384390145 37.14281309898928, 127.0372124686476 37.14280870813226)))	0.0	0.0	0.0
다사589051	0	MULTIPOLYGON (((127.0372069770221 37.14371009979826, 127.0372014851522 37.14461149132615, 127.0383274822398 37.14461588246844, 127.0383329607491 37.1437144907979, 127.0372069770221 37.14371009979826)))	0.0	0.0	0.0
다사589052	0	MULTIPOLYGON (((127.0372014851522 37.14461149132615, 127.037195993038 37.14551288271593, 127.0383220034868 37.14551727400085, 127.0383274822398 37.14461588246844, 127.0372014851522 37.14461149132615)))	0.0	0.0	0.0
다사589053	0	MULTIPOLYGON (((127.037195993038 37.14551288271593, 127.0371905006792 37.14641427396758, 127.0383165244899 37.14641866539515, 127.0383220034868 37.14551727400085, 127.037195993038 37.14551288271593)))	0.0	0.0	0.0
다사589054	0	MULTIPOLYGON (((127.0371905006792 37.14641427396758, 127.0371850080761 37.14731566508114, 127.0383110452493 37.14732005665134, 127.0383165244899 37.14641866539515, 127.0371905006792 37.14641427396758)))	0.0	0.0	0.0
다사589055	0	MULTIPOLYGON (((127.0371850080761 37.14731566508114, 127.0371795152286 37.14821705605658, 127.0383055657648 37.14822144776943, 127.0383110452493 37.14732005665134, 127.0371850080761 37.14731566508114)))	0.0	0.0	0.0
다사589056	0	MULTIPOLYGON (((127.0371795152286 37.14821705605658, 127.0371740221366 37.1491184468939, 127.0383000860364 37.14912283874939, 127.0383055657648 37.14822144776943, 127.0371795152286 37.14821705605658)))	0.0	0.0	0.0
다사589057	0	MULTIPOLYGON (((127.0371740221366 37.1491184468939, 127.0371685288001 37.15001983759311, 127.0382946060641 37.15002422959127, 127.0383000860364 37.14912283874939, 127.0371740221366 37.1491184468939)))	0.0	0.0	0.0
다사589058	0	MULTIPOLYGON (((127.0371685288001 37.15001983759311, 127.0371630352192 37.1509212281542, 127.038289125848 37.15092562029501, 127.0382946060641 37.15002422959127, 127.0371685288001 37.15001983759311)))	0.0	0.0	0.0
다사589059	0	MULTIPOLYGON (((127.0371630352192 37.1509212281542, 127.0371575413938 37.15182261857719, 127.038283645388 37.15182701086064, 127.038289125848 37.15092562029501, 127.0371630352192 37.1509212281542)))	0.0	0.0	0.0
다사589060	0	MULTIPOLYGON (((127.0371575413938 37.15182261857719, 127.0371520473239 37.15272400886202, 127.0382781646841 37.15272840128815, 127.038283645388 37.15182701086064, 127.0371575413938 37.15182261857719)))	0.0	1.0	1.0
다사589061	0	MULTIPOLYGON (((127.0371520473239 37.15272400886202, 127.0371465530094 37.15362539900875, 127.0382726837363 37.15362979157754, 127.0382781646841 37.15272840128815, 127.0371520473239 37.15272400886202)))	0.0	0.0	0.0
다사589062	0	MULTIPOLYGON (((127.0371465530094 37.15362539900875, 127.0371410584505 37.15452678901736, 127.0382672025446 37.15453118172883, 127.0382726837363 37.15362979157754, 127.0371465530094 37.15362539900875)))	0.0	0.0	0.0
다사589063	0	MULTIPOLYGON (((127.0371410584505 37.15452678901736, 127.037135563647 37.15542817888785, 127.0382617211089 37.15543257174199, 127.0382672025446 37.15453118172883, 127.0371410584505 37.15452678901736)))	0.0	0.0	0.0
다사589064	0	MULTIPOLYGON (((127.037135563647 37.15542817888785, 127.0371300685991 37.15632956862022, 127.0382562394293 37.15633396161702, 127.0382617211089 37.15543257174199, 127.037135563647 37.15542817888785)))	0.0	0.0	0.0
다사589065	0	MULTIPOLYGON (((127.0371300685991 37.15632956862022, 127.0371245733065 37.15723095821444, 127.0382507575058 37.15723535135393, 127.0382562394293 37.15633396161702, 127.0371300685991 37.15632956862022)))	0.0	0.0	0.0
다사589066	0	MULTIPOLYGON (((127.0371245733065 37.15723095821444, 127.0371190777694 37.15813234767054, 127.0382452753382 37.15813674095273, 127.0382507575058 37.15723535135393, 127.0371245733065 37.15723095821444)))	0.0	0.0	0.0
다사589067	0	MULTIPOLYGON (((127.0371190777694 37.15813234767054, 127.0371135819877 37.15903373698853, 127.0382397929268 37.15903813041339, 127.0382452753382 37.15813674095273, 127.0371190777694 37.15813234767054)))	0.0	0.0	0.0
다사589068	0	MULTIPOLYGON (((127.0371135819877 37.15903373698853, 127.0371080859615 37.15993512616837, 127.0382343102712 37.15993951973593, 127.0382397929268 37.15903813041339, 127.0371135819877 37.15903373698853)))	0.0	0.0	0.0
다사589069	1	MULTIPOLYGON (((127.0371080859615 37.15993512616837, 127.0371025896906 37.1608365152101, 127.0382288273718 37.16084090892034, 127.0382343102712 37.15993951973593, 127.0371080859615 37.15993512616837)))	0.0	0.0	0.0
다사589070	0	MULTIPOLYGON (((127.0371025896906 37.1608365152101, 127.0370970931751 37.16173790411368, 127.0382233442283 37.16174229796663, 127.0382288273718 37.16084090892034, 127.0371025896906 37.1608365152101)))	0.0	0.0	0.0
다사589071	0	MULTIPOLYGON (((127.0370970931751 37.16173790411368, 127.0370915964151 37.16263929287913, 127.0382178608407 37.16264368687476, 127.0382233442283 37.16174229796663, 127.0370970931751 37.16173790411368)))	0.0	0.0	0.0
다사589072	0	MULTIPOLYGON (((127.0370915964151 37.16263929287913, 127.0370860994104 37.16354068150644, 127.0382123772092 37.16354507564478, 127.0382178608407 37.16264368687476, 127.0370915964151 37.16263929287913)))	0.0	0.0	0.0
다사589073	0	MULTIPOLYGON (((127.0370860994104 37.16354068150644, 127.037080602161 37.16444206999562, 127.0382068933336 37.16444646427667, 127.0382123772092 37.16354507564478, 127.0370860994104 37.16354068150644)))	0.0	0.0	0.0
다사589074	0	MULTIPOLYGON (((127.037080602161 37.16444206999562, 127.037075104667 37.16534345834665, 127.0382014092139 37.16534785277042, 127.0382068933336 37.16444646427667, 127.037080602161 37.16444206999562)))	0.0	0.0	0.0
다사589075	0	MULTIPOLYGON (((127.037075104667 37.16534345834665, 127.0370696069284 37.16624484655957, 127.0381959248502 37.16624924112605, 127.0382014092139 37.16534785277042, 127.037075104667 37.16534345834665)))	0.0	0.0	0.0
다사589076	0	MULTIPOLYGON (((127.0370696069284 37.16624484655957, 127.037064108945 37.16714623463434, 127.0381904402424 37.16715062934352, 127.0381959248502 37.16624924112605, 127.0370696069284 37.16624484655957)))	0.0	0.0	0.0
다사589077	0	MULTIPOLYGON (((127.037064108945 37.16714623463434, 127.037058610717 37.16804762257097, 127.0381849553905 37.16805201742287, 127.0381904402424 37.16715062934352, 127.037064108945 37.16714623463434)))	0.0	0.0	0.0
다사589078	0	MULTIPOLYGON (((127.037058610717 37.16804762257097, 127.0370531122443 37.16894901036945, 127.0381794702945 37.16895340536409, 127.0381849553905 37.16805201742287, 127.037058610717 37.16804762257097)))	0.0	0.0	0.0
