	gid	accident_cnt	geometry	schoolzone_num	safetysign_num	bump_num	child_num	school_num	facility_num	signal_num	busstop_num	crosswalk_num	sidewalk_num	ill_park	car_num	node	park_YN	foot_traf_mean	traffic	bigcar_ratio	rushhour_freq	road_width
238	다사590041	0	MULTIPOLYGON (((127.0383877324344 37.13470056649712, 127.0383822563626 37.13560195954862, 127.039508120114 37.13560633857212, 127.0395135828311 37.13470494537836, 127.0383877324344 37.13470056649712)))	0	0	0	0.0	0	0	0	0	0	4	0	2	0	0	55.55879166666666	10089.53	0.14129319763585815	75.78	1.0
239	다사590042	0	MULTIPOLYGON (((127.0383822563626 37.13560195954862, 127.0383767800472 37.13650335246205, 127.0395026571539 37.13650773162781, 127.039508120114 37.13560633857212, 127.0383822563626 37.13560195954862)))	0	0	0	0.0	0	0	0	0	0	4	0	0	0	0	3.4627272727272733	10089.53	0.14129319763585815	75.78	1.0
241	다사590047	0	MULTIPOLYGON (((127.0383548723481 37.14010892273479, 127.038349394814 37.14101031495773, 127.0394753387063 37.14101469483481, 127.0394808028821 37.14011330246959, 127.0383548723481 37.14010892273479)))	0	0	0	0.0	0	0	1	0	0	0	0	1	0	0	151.3565151515151	8993.735	0.12786708545576572	98.955	0.5
242	다사590048	0	MULTIPOLYGON (((127.038349394814 37.14101031495773, 127.0383439170361 37.14191170704256, 127.0394698742873 37.14191608706192, 127.0394753387063 37.14101469483481, 127.038349394814 37.14101031495773)))	0	0	0	0.0	0	0	0	0	1	0	0	0	0	0	74.83047619047619	9145.965000000002	0.11854285507225445	24.23	0.5
243	다사590049	0	MULTIPOLYGON (((127.0383439170361 37.14191170704256, 127.0383384390145 37.14281309898928, 127.0394644096251 37.14281747915092, 127.0394698742873 37.14191608706192, 127.0383439170361 37.14191170704256)))	0	0	0	0.0	0	0	0	2	0	0	0	5	0	0	6.339587391774892	9145.965000000002	0.11854285507225445	24.23	0.5
247	다사590053	0	MULTIPOLYGON (((127.0383220034868 37.14551727400085, 127.0383165244899 37.14641866539515, 127.0394425485445 37.14642304612594, 127.0394480141795 37.14552165458934, 127.0383220034868 37.14551727400085)))	0	0	0	0.0	0	0	0	2	0	0	0	8	0	0	3.5696428571428567	9145.965000000002	0.11854285507225445	24.23	0.5
248	다사590054	0	MULTIPOLYGON (((127.0383165244899 37.14641866539515, 127.0383110452493 37.14732005665134, 127.0394370826663 37.14732443752442, 127.0394425485445 37.14642304612594, 127.0383165244899 37.14641866539515)))	0	0	0	0.0	0	0	0	0	0	0	0	3	0	0	4.8984199134199145	9145.965000000002	0.11854285507225445	24.23	0.5
250	다사590056	0	MULTIPOLYGON (((127.0383055657648 37.14822144776943, 127.0383000860364 37.14912283874939, 127.03942615018 37.14912721990709, 127.0394316165448 37.14822582878481, 127.0383055657648 37.14822144776943)))	0	0	0	0.0	0	0	0	0	0	0	0	5	0	0	4.970416666666666	9145.965000000002	0.11854285507225445	24.23	0.5
251	다사590057	0	MULTIPOLYGON (((127.0383000860364 37.14912283874939, 127.0382946060641 37.15002422959127, 127.039420683572 37.15002861089126, 127.03942615018 37.14912721990709, 127.0383000860364 37.14912283874939)))	0	0	0	0.0	0	0	0	0	0	0	0	28	0	0	54.20456250000001	9145.965000000002	0.11854285507225445	24.23	0.5
252	다사590058	0	MULTIPOLYGON (((127.0382946060641 37.15002422959127, 127.038289125848 37.15092562029501, 127.0394152167208 37.15093000173731, 127.039420683572 37.15002861089126, 127.0382946060641 37.15002422959127)))	0	0	0	0.0	0	0	0	0	0	0	0	24	0	0	95.73901515151512	9145.965000000002	0.11854285507225445	24.23	0.5
253	다사590059	0	MULTIPOLYGON (((127.038289125848 37.15092562029501, 127.038283645388 37.15182701086064, 127.0394097496262 37.15183139244527, 127.0394152167208 37.15093000173731, 127.038289125848 37.15092562029501)))	0	0	0	0.0	0	0	0	0	1	0	0	15	0	0	29.78688446969697	9145.965000000002	0.11854285507225445	24.23	0.5
254	다사590067	0	MULTIPOLYGON (((127.0382452753382 37.15813674095273, 127.0382397929268 37.15903813041339, 127.0393660041098 37.15904251313662, 127.0393714731511 37.1581411235336, 127.0382452753382 37.15813674095273)))	0	0	0	0.0	0	0	0	0	0	0	0	16	0	0	79.37729924242423	4090.38	0.11867997398129225	20.11	0.5
255	다사590068	0	MULTIPOLYGON (((127.0382397929268 37.15903813041339, 127.0382343102712 37.15993951973593, 127.0393605348251 37.1599439026015, 127.0393660041098 37.15904251313662, 127.0382397929268 37.15903813041339)))	0	1	0	0.0	0	0	4	2	5	6	6	0	0	0	109.14700000000002	7015.0421428571435	0.1213865477103568	50.02	0.75
256	다사590069	0	MULTIPOLYGON (((127.0382343102712 37.15993951973593, 127.0382288273718 37.16084090892034, 127.0393550652969 37.16084529192825, 127.0393605348251 37.1599439026015, 127.0382343102712 37.15993951973593)))	0	0	0	0.0	0	0	0	0	2	4	33	5	0	0	149.419625	2617.5350000000008	0.0656509143905497	42.265	0.5
257	다사590070	0	MULTIPOLYGON (((127.0382288273718 37.16084090892034, 127.0382233442283 37.16174229796663, 127.0393495955254 37.16174668111689, 127.0393550652969 37.16084529192825, 127.0382288273718 37.16084090892034)))	0	0	0	0.0	0	0	14	1	0	2	96	1	2	0	111.58343750000002	1889.865	0.09301600509128023	64.98899999999999	0.5
258	다사590071	0	MULTIPOLYGON (((127.0382233442283 37.16174229796663, 127.0382178608407 37.16264368687476, 127.0393441255105 37.16264807016739, 127.0393495955254 37.16174668111689, 127.0382233442283 37.16174229796663)))	0	0	0	0.0	0	0	4	0	0	4	10	0	0	0	181.9439583333333	1751.335	0.07667554711092905	67.50999999999999	0.5
259	다사590072	0	MULTIPOLYGON (((127.0382178608407 37.16264368687476, 127.0382123772092 37.16354507564478, 127.0393386552521 37.16354945907976, 127.0393441255105 37.16264807016739, 127.0382178608407 37.16264368687476)))	0	0	0	0.0	0	0	4	0	0	3	4	0	1	0	114.2734375	1811.31625	0.0707607840159575	50.42375	0.6875
261	다사590080	0	MULTIPOLYGON (((127.0381739849544 37.16985479316715, 127.0381684993701 37.17075618083206, 127.0392948844197 37.170760565406, 127.039300356626 37.1698591775987, 127.0381739849544 37.16985479316715)))	0	0	0	0.0	0	0	0	0	0	3	8	0	1	0	1.865670634920635	717.2849999999999	0.02069955633474435	93.455	1.0
262	다사590094	0	MULTIPOLYGON (((127.0380971645544 37.18247420790469, 127.0380916755512 37.18337559363551, 127.0392182479542 37.18337998020315, 127.0392237235712 37.18247859432989, 127.0380971645544 37.18247420790469)))	0	0	0	0.0	0	0	0	0	0	1	0	5	0	0	9.1515625	12530.925	0.16598702716808406	0.3225	0.625
263	다사590095	0	MULTIPOLYGON (((127.0380916755512 37.18337559363551, 127.0380861863037 37.18427697922817, 127.0392127720936 37.18428136593823, 127.0392182479542 37.18337998020315, 127.0380916755512 37.18337559363551)))	1	1	0	0.0	0	0	0	0	0	2	0	3	0	0	3.285714962121212	10575.496666666668	0.1485280305958511	0.6683333333333333	0.5833333333333334
264	다사590096	0	MULTIPOLYGON (((127.0380861863037 37.18427697922817, 127.0380806968119 37.18517836468267, 127.0392072959893 37.18518275153517, 127.0392127720936 37.18428136593823, 127.0380861863037 37.18427697922817)))	0	0	0	0.0	0	0	0	0	0	2	1	0	0	0	72.50650568181817	10575.496666666668	0.1485280305958511	0.6683333333333333	0.5833333333333334
265	다사590097	0	MULTIPOLYGON (((127.0380806968119 37.18517836468267, 127.0380752070758 37.186079749999, 127.0392018196412 37.18608413699395, 127.0392072959893 37.18518275153517, 127.0380806968119 37.18517836468267)))	0	0	0	0.0	0	0	1	0	3	2	9	0	0	0	220.35916666666665	4823.512727272729	0.2163411096512288	18.220454545454547	0.3409090909090909
266	다사590098	2	MULTIPOLYGON (((127.0380752070758 37.186079749999, 127.0380697170953 37.18698113517717, 127.0391963430494 37.18698552231456, 127.0392018196412 37.18608413699395, 127.0380752070758 37.186079749999)))	0	2	0	0.0	0	0	3	0	5	6	1	0	1	0	319.38145833333334	7459.539642857144	0.192285671688225	23.486428571428572	0.5714285714285714
267	다사590099	0	MULTIPOLYGON (((127.0380697170953 37.18698113517717, 127.0380642268705 37.1878825202172, 127.0391908662139 37.18788690749702, 127.0391963430494 37.18698552231456, 127.0380697170953 37.18698113517717)))	0	0	0	0.0	0	0	0	0	0	5	0	0	0	0	58.86797348484848	635.02	0.4856507649449653	67.24000000000001	0.5
268	다사590102	0	MULTIPOLYGON (((127.0380532456879 37.18968528988272, 127.03804775473 37.19058667450822, 127.0391744342446 37.19059106221541, 127.0391799118115 37.18968967744744, 127.0380532456879 37.18968528988272)))	0	0	0	0.0	0	0	0	0	0	4	0	1	0	0	245.36322916666668	1781.9666666666665	0.2186182803505677	43.18833333333333	0.4166666666666667
269	다사590103	0	MULTIPOLYGON (((127.03804775473 37.19058667450822, 127.0380422635277 37.19148805899556, 127.039168956434 37.19149244684522, 127.0391744342446 37.19059106221541, 127.03804775473 37.19058667450822)))	0	0	0	0.0	0	0	0	1	0	4	0	2	0	0	41.92380208333333	2453.73	0.08476929143648444	33.41	0.5
270	다사591041	0	MULTIPOLYGON (((127.0395135828311 37.13470494537836, 127.039508120114 37.13560633857212, 127.0406339841086 37.13561070690303, 127.0406394334709 37.13470931356735, 127.0395135828311 37.13470494537836)))	0	0	0	0.0	0	0	0	0	0	4	0	1	0	0	10.436488095238094	10089.53	0.14129319763585815	75.78	1.0
271	다사591047	1	MULTIPOLYGON (((127.0394808028821 37.14011330246959, 127.0394753387063 37.14101469483481, 127.0406012828417 37.14101906401721, 127.0406067336592 37.14011767151007, 127.0394808028821 37.14011330246959)))	0	2	0	0.0	0	0	6	4	2	0	0	2	1	0	207.32489583333336	5723.730000000001	0.12219793840330745	81.953125	0.4375
273	다사591059	0	MULTIPOLYGON (((127.0394152167208 37.15093000173731, 127.0394097496262 37.15183139244527, 127.0405358541077 37.15183576333101, 127.0405413078368 37.1509343724811, 127.0394152167208 37.15093000173731)))	0	0	0	0.0	0	0	0	0	1	0	0	2	0	0	218.38666666666668	9145.965000000002	0.11854285507225445	24.23	0.5
274	다사591060	0	MULTIPOLYGON (((127.0394097496262 37.15183139244527, 127.0394042822883 37.15273278301509, 127.0405304001358 37.15273715404281, 127.0405358541077 37.15183576333101, 127.0394097496262 37.15183139244527)))	0	0	0	0.0	0	0	0	0	0	0	0	21	0	0	57.05739583333335	9145.965000000002	0.11854285507225445	24.23	0.5
275	다사591061	0	MULTIPOLYGON (((127.0394042822883 37.15273278301509, 127.0393988147071 37.1536341734468, 127.0405249459213 37.15363854461648, 127.0405304001358 37.15273715404281, 127.0394042822883 37.15273278301509)))	0	0	0	0.0	0	0	0	2	0	0	0	67	0	0	83.71905555555556	9145.965000000002	0.11854285507225445	24.23	0.5
277	다사591065	0	MULTIPOLYGON (((127.0393824105036 37.15633834391325, 127.039376941949 37.15723973379249, 127.0405031266356 37.1572441055301, 127.0405085818212 37.15634271550888, 127.0393824105036 37.15633834391325)))	0	0	0	0.0	0	0	0	0	0	0	0	7	0	0	40.33090277777777	4090.38	0.11867997398129225	20.11	0.5
278	다사591066	0	MULTIPOLYGON (((127.039376941949 37.15723973379249, 127.0393714731511 37.1581411235336, 127.0404976712073 37.15814549541322, 127.0405031266356 37.1572441055301, 127.039376941949 37.15723973379249)))	0	0	0	0.0	0	0	0	0	0	0	0	12	0	0	32.207881944444445	4090.38	0.11867997398129225	20.11	0.5
279	다사591067	0	MULTIPOLYGON (((127.0393714731511 37.1581411235336, 127.0393660041098 37.15904251313662, 127.0404922155362 37.15904688515821, 127.0404976712073 37.15814549541322, 127.0393714731511 37.1581411235336)))	0	0	0	0.0	0	0	0	1	0	4	0	5	0	0	52.61666666666667	7321.3625	0.11811065308205075	41.92	0.75
280	다사591068	0	MULTIPOLYGON (((127.0393660041098 37.15904251313662, 127.0393605348251 37.1599439026015, 127.0404867596223 37.15994827476507, 127.0404922155362 37.15904688515821, 127.0393660041098 37.15904251313662)))	0	0	0	0.0	0	0	3	1	0	4	0	1	1	0	28.580039772727275	5459.3	0.08218607448147798	71.9025	0.75
281	다사591069	0	MULTIPOLYGON (((127.0393605348251 37.1599439026015, 127.0393550652969 37.16084529192825, 127.0404813034655 37.16084966423384, 127.0404867596223 37.15994827476507, 127.0393605348251 37.1599439026015)))	0	0	0	0.0	0	0	0	0	0	0	0	12	0	0	31.67213636363637	455.3925	0.04328213014210455	72.60249999999998	0.5
282	다사591070	0	MULTIPOLYGON (((127.0393550652969 37.16084529192825, 127.0393495955254 37.16174668111689, 127.040475847066 37.16175105356447, 127.0404813034655 37.16084966423384, 127.0393550652969 37.16084529192825)))	0	0	0	0.0	0	0	7	0	0	0	11	2	1	0	57.47731060606061	881.1283333333333	0.0866853849812166	70.77833333333331	0.5
283	다사591072	0	MULTIPOLYGON (((127.0393441255105 37.16264807016739, 127.0393386552521 37.16354945907976, 127.0404649335384 37.16355383181136, 127.0404703904236 37.16265244275699, 127.0393441255105 37.16264807016739)))	1	0	0	0.0	0	0	0	0	0	3	4	0	0	0	13.271736111111107	2006.2516666666666	0.06824134810836739	47.15833333333333	0.75
285	다사591080	0	MULTIPOLYGON (((127.039300356626 37.1698591775987, 127.0392948844197 37.170760565406, 127.0404212697128 37.17076493927378, 127.0404267285412 37.16986355132444, 127.039300356626 37.1698591775987)))	0	2	0	0.0	0	0	5	0	4	5	58	1	0	0	7.512015151515152	2667.0216666666665	0.09061335276019536	34.14	0.7916666666666666
286	다사591081	0	MULTIPOLYGON (((127.0392948844197 37.170760565406, 127.0392894119698 37.17166195307517, 127.0404158106415 37.17166632708499, 127.0404212697128 37.17076493927378, 127.0392948844197 37.170760565406)))	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	2.1345	8022.664999999999	0.17610420081891426	18.19	0.5
288	다사591088	0	MULTIPOLYGON (((127.0392565721557 37.17707027618919, 127.0392510980007 37.17797166289134, 127.0403775903388 37.17797603789552, 127.040383051111 37.17707465105131, 127.0392565721557 37.17707027618919)))	0	1	0	0.0	0	0	0	0	0	0	0	3	0	0	39.10822916666667	24257.33	0.18191559710042404	0.06833333333333334	0.8333333333333334
289	다사591089	0	MULTIPOLYGON (((127.0392510980007 37.17797166289134, 127.0392456236021 37.17887304945535, 127.0403721293235 37.17887742460159, 127.0403775903388 37.17797603789552, 127.0392510980007 37.17797166289134)))	0	0	0	0.0	0	0	0	0	0	0	0	1	0	0	47.47593749999999	14458.64	0.19030361962698825	1.7775	0.625
291	다사591091	0	MULTIPOLYGON (((127.0392401489599 37.17977443588122, 127.039234674074 37.18067582216893, 127.0403612065637 37.1806801975993, 127.0403666680651 37.17977881116953, 127.0392401489599 37.17977443588122)))	0	0	0	0.0	0	0	0	0	0	0	0	9	1	0	77.101875	18017.36333333333	0.18869118356417824	1.215	0.75
293	다사591093	0	MULTIPOLYGON (((127.0392291989444 37.18157720831848, 127.0392237235712 37.18247859432989, 127.0403502828317 37.18248297004442, 127.0403557448192 37.18158158389093, 127.0392291989444 37.18157720831848)))	0	0	0	35.0	0	0	0	0	0	0	0	0	0	0	116.04541666666668	17754.468333333334	0.16084679319124082	0.15666666666666668	0.8333333333333334
294	다사591094	0	MULTIPOLYGON (((127.0392237235712 37.18247859432989, 127.0392182479542 37.18337998020315, 127.040344820601 37.18338435605975, 127.0403502828317 37.18248297004442, 127.0392237235712 37.18247859432989)))	0	2	0	33.0	0	0	0	0	0	3	0	0	1	0	87.22760416666668	7790.932777777778	0.20094632356810224	26.736666666666665	0.5555555555555556
295	다사591095	1	MULTIPOLYGON (((127.0392182479542 37.18337998020315, 127.0392127720936 37.18428136593823, 127.0403393581272 37.18428574193693, 127.040344820601 37.18338435605975, 127.0392182479542 37.18337998020315)))	1	0	0	0.0	2	0	0	0	0	2	0	0	0	0	95.54677083333333	6664.64	0.11361003745138525	1.36	0.5
296	다사591096	0	MULTIPOLYGON (((127.0392127720936 37.18428136593823, 127.0392072959893 37.18518275153517, 127.0403338954103 37.18518712767595, 127.0403393581272 37.18428574193693, 127.0392127720936 37.18428136593823)))	1	0	0	30.0	0	0	0	0	0	1	0	0	0	0	519.4515625000001	757.0137499999997	0.3268360692585619	95.80625	0.5
297	다사591097	0	MULTIPOLYGON (((127.0392072959893 37.18518275153517, 127.0392018196412 37.18608413699395, 127.0403284324503 37.18608851327682, 127.0403338954103 37.18518712767595, 127.0392072959893 37.18518275153517)))	0	0	0	258.0	3	0	0	0	0	0	0	0	0	0	624.27375	839.4749999999997	0.43377889317610496	96.72	0.5
298	다사591098	0	MULTIPOLYGON (((127.0392018196412 37.18608413699395, 127.0391963430494 37.18698552231456, 127.0403229692472 37.18698989873953, 127.0403284324503 37.18608851327682, 127.0392018196412 37.18608413699395)))	0	0	0	80.0	1	0	0	1	0	5	0	0	0	0	273.99093750000003	16674.02	0.12881767442306935	28.63	1.0
299	다사591099	1	MULTIPOLYGON (((127.0391963430494 37.18698552231456, 127.0391908662139 37.18788690749702, 127.0403175058009 37.18789128406409, 127.0403229692472 37.18698989873953, 127.0391963430494 37.18698552231456)))	0	1	0	0.0	0	0	4	1	6	10	37	0	1	0	189.4283333333333	6114.0706249999985	0.2953364186247661	50.594375	0.6875
300	다사591100	0	MULTIPOLYGON (((127.0391908662139 37.18788690749702, 127.0391853891345 37.18878829254131, 127.0403120421115 37.18879266925048, 127.0403175058009 37.18789128406409, 127.0391908662139 37.18788690749702)))	0	0	0	0.0	0	0	0	0	0	7	0	6	1	0	74.7178125	1843.95	0.3640990535094254	46.290000000000006	0.5
301	다사591102	0	MULTIPOLYGON (((127.0391799118115 37.18968967744744, 127.0391744342446 37.19059106221541, 127.040301114003 37.19059543920879, 127.0403065781788 37.18969405429872, 127.0391799118115 37.18968967744744)))	0	0	0	0.0	0	0	0	0	0	2	0	0	0	0	2.7507916666666663	2477.2200000000007	0.09883588098044327	2.405	0.5
302	다사592036	0	MULTIPOLYGON (((127.0406666766453 37.13020234481768, 127.0406612284953 37.13110373884377, 127.0417870259646 37.1311080957743, 127.0417924607627 37.13020670160667, 127.0406666766453 37.13020234481768)))	0	0	0	0.0	0	0	0	2	0	0	2	43	0	0	3.660492424242424	4721.154999999999	0.13448653682279374	2.84	0.5
303	다사592037	0	MULTIPOLYGON (((127.0406612284953 37.13110373884377, 127.0406557801029 37.1320051327318, 127.0417815909245 37.13200948980387, 127.0417870259646 37.1311080957743, 127.0406612284953 37.13110373884377)))	0	0	0	0.0	0	0	0	0	0	2	4	0	1	0	1.1149772727272729	4933.24	0.1293687470618569	1.7899999999999998	0.5
304	다사592038	0	MULTIPOLYGON (((127.0406557801029 37.1320051327318, 127.0406503314681 37.13290652648173, 127.0417761556426 37.13291088369535, 127.0417815909245 37.13200948980387, 127.0406557801029 37.1320051327318)))	0	0	0	0.0	0	0	0	0	0	2	0	4	0	0	3.8720386904761916	5114.380000000001	0.12883282040051772	0.57	0.5
305	다사592039	0	MULTIPOLYGON (((127.0406503314681 37.13290652648173, 127.0406448825907 37.1338079200936, 127.0417707201189 37.13381227744877, 127.0417761556426 37.13291088369535, 127.0406503314681 37.13290652648173)))	0	0	0	0.0	0	0	0	0	0	2	0	0	0	0	0.7949999999999998	5114.380000000001	0.12883282040051772	0.57	0.5
306	다사592040	0	MULTIPOLYGON (((127.0406448825907 37.1338079200936, 127.0406394334709 37.13470931356735, 127.0417652843532 37.13471367106408, 127.0417707201189 37.13381227744877, 127.0406448825907 37.1338079200936)))	0	0	0	0.0	0	0	0	0	0	4	0	8	0	0	5.530587121212121	7099.93	0.12201162733598199	49.62333333333334	0.75
307	다사592041	0	MULTIPOLYGON (((127.0406394334709 37.13470931356735, 127.0406339841086 37.13561070690303, 127.0417598483456 37.13561506454131, 127.0417652843532 37.13471367106408, 127.0406394334709 37.13470931356735)))	0	1	0	0.0	0	0	0	0	0	4	0	0	0	0	0.7537407407407408	7099.93	0.12201162733598199	49.62333333333334	0.75
308	다사592047	0	MULTIPOLYGON (((127.0406067336592 37.14011767151007, 127.0406012828417 37.14101906401721, 127.0417272272197 37.1410234225049, 127.0417326646789 37.14012202985619, 127.0406067336592 37.14011767151007)))	0	0	0	0.0	0	0	0	0	0	0	0	8	0	0	40.167418154761904	4774.859999999999	0.09966549622170807	92.615	0.5
309	다사592062	0	MULTIPOLYGON (((127.0405249459213 37.15363854461648, 127.040519491464 37.15453993505206, 127.0416456362881 37.15454429566382, 127.0416510773781 37.15364290508662, 127.0405249459213 37.15363854461648)))	0	0	0	0.0	0	0	0	0	0	0	0	12	0	0	26.982	9145.965000000002	0.11854285507225445	24.23	0.5
310	다사592063	0	MULTIPOLYGON (((127.040519491464 37.15453993505206, 127.0405140367639 37.15544132534954, 127.0416401949559 37.15544568610292, 127.0416456362881 37.15454429566382, 127.040519491464 37.15453993505206)))	0	1	0	0.0	0	0	4	0	0	1	0	11	1	0	72.22104166666666	8221.148125000003	0.1554248531124353	75.55375	0.28125
311	다사592064	0	MULTIPOLYGON (((127.0405140367639 37.15544132534954, 127.0405085818212 37.15634271550888, 127.0416347533815 37.1563470764039, 127.0416401949559 37.15544568610292, 127.0405140367639 37.15544132534954)))	0	1	0	0.0	0	0	0	2	0	0	0	20	0	0	51.31800925925926	6481.673333333332	0.12315822945153995	76.41444444444444	0.2777777777777778
313	다사592066	0	MULTIPOLYGON (((127.0405031266356 37.1572441055301, 127.0404976712073 37.15814549541322, 127.0416238695063 37.15814985659152, 127.041629311565 37.15724846656676, 127.0405031266356 37.1572441055301)))	0	1	0	0.0	0	0	0	0	0	2	0	1	0	0	28.02812500000001	8339.81	0.12758774606585302	65.025	1.0
314	다사592067	0	MULTIPOLYGON (((127.0404976712073 37.15814549541322, 127.0404922155362 37.15904688515821, 127.0416184272054 37.15905124647815, 127.0416238695063 37.15814985659152, 127.0404976712073 37.15814549541322)))	0	0	0	0.0	0	0	0	0	0	4	1	0	0	0	42.429375	7783.0216666666665	0.12172471062815908	67.84166666666665	0.75
315	다사592068	0	MULTIPOLYGON (((127.0404922155362 37.15904688515821, 127.0404867596223 37.15994827476507, 127.0416129846623 37.15995263622668, 127.0416184272054 37.15905124647815, 127.0404922155362 37.15904688515821)))	0	0	0	0.0	0	0	3	0	0	2	0	0	0	0	30.84814583333333	366.25500000000005	0.046830816780146695	80.07499999999997	0.5
316	다사592069	0	MULTIPOLYGON (((127.0404867596223 37.15994827476507, 127.0404813034655 37.16084966423384, 127.0416075418769 37.16085402583708, 127.0416129846623 37.15995263622668, 127.0404867596223 37.15994827476507)))	0	0	0	0.0	0	0	0	0	0	2	0	8	0	0	24.4458125	5254.90625	0.08863007176046778	41.86999999999999	0.375
317	다사592070	0	MULTIPOLYGON (((127.0404813034655 37.16084966423384, 127.040475847066 37.16175105356447, 127.0416020988494 37.16175541530936, 127.0416075418769 37.16085402583708, 127.0404813034655 37.16084966423384)))	0	0	0	0.0	0	0	3	0	0	2	0	0	1	0	20.041458333333328	6884.456666666665	0.10256315675390816	29.134999999999994	0.3333333333333333
318	다사592071	0	MULTIPOLYGON (((127.040475847066 37.16175105356447, 127.0404703904236 37.16265244275699, 127.0415966555796 37.16265680464353, 127.0416020988494 37.16175541530936, 127.040475847066 37.16175105356447)))	1	1	0	0.0	0	0	0	0	3	3	1	0	1	0	16.032291666666666	10216.4125	0.14614000387032647	20.004166666666666	0.375
319	다사592072	0	MULTIPOLYGON (((127.0404703904236 37.16265244275699, 127.0404649335384 37.16355383181136, 127.0415912120675 37.16355819383956, 127.0415966555796 37.16265680464353, 127.0404703904236 37.16265244275699)))	1	1	0	0.0	0	0	3	1	3	4	1	0	1	0	10.764513888888883	7717.7575	0.11784509213461973	22.628750000000004	0.65625
321	다사592074	0	MULTIPOLYGON (((127.0404594764103 37.16445522072761, 127.0404540190394 37.16535660950574, 127.0415803243167 37.16536097181728, 127.0415857683133 37.16445958289749, 127.0404594764103 37.16445522072761)))	0	0	0	0.0	0	0	0	0	0	0	0	3	0	0	78.1153611111111	17486.739999999998	0.14679637256572695	13.62	0.75
327	다사592080	0	MULTIPOLYGON (((127.0404267285412 37.16986355132444, 127.0404212697128 37.17076493927378, 127.0415476552489 37.17076930243539, 127.0415531006994 37.16986791434437, 127.0404267285412 37.16986355132444)))	0	0	0	0.0	0	0	2	0	1	2	45	0	0	0	16.940555555555555	7384.978333333333	0.12751531430525864	2.646666666666667	0.5833333333333334
329	다사592082	0	MULTIPOLYGON (((127.0404158106415 37.17166632708499, 127.0404103513272 37.17256771475806, 127.041536763621 37.17257207820306, 127.0415422095561 37.1716706903883, 127.0404158106415 37.17166632708499)))	0	1	0	0.0	0	0	0	0	0	0	0	0	1	0	16.119722222222222	12288.1925	0.17391699172639674	0.30250000000000005	0.4375
331	다사592084	0	MULTIPOLYGON (((127.04040489177 37.17346910229298, 127.0403994319697 37.17437048968978, 127.0415258710236 37.17437485341816, 127.0415313174435 37.17347346587967, 127.04040489177 37.17346910229298)))	0	0	0	0.0	0	0	0	0	0	0	0	1	0	0	23.38302083333333	12138.675	0.17066169632211908	0.025	0.375
333	다사592086	0	MULTIPOLYGON (((127.0403939719265 37.17527187694843, 127.0403885116403 37.17617326406894, 127.0415149774566 37.17617762808073, 127.0415204243613 37.17527624081852, 127.0403939719265 37.17527187694843)))	0	0	0	0.0	0	0	0	0	0	2	0	0	1	0	94.64939393939396	11100.055714285716	0.1794578861594733	0.5299999999999999	0.35714285714285715
334	다사592087	0	MULTIPOLYGON (((127.0403885116403 37.17617326406894, 127.040383051111 37.17707465105131, 127.0415095303094 37.17707901520481, 127.0415149774566 37.17617762808073, 127.0403885116403 37.17617326406894)))	0	0	0	90.0	0	0	0	0	0	2	1	945	0	0	172.9217361111111	13963.522222222222	0.17212429632965667	0.4488888888888889	0.4444444444444444
335	다사592088	0	MULTIPOLYGON (((127.040383051111 37.17707465105131, 127.0403775903388 37.17797603789552, 127.0415040829199 37.17798040219075, 127.0415095303094 37.17707901520481, 127.040383051111 37.17707465105131)))	0	1	0	42.0	0	0	0	0	0	2	0	0	0	0	157.61666666666667	14307.684999999998	0.18443211148086247	1.77	0.5
336	다사592089	1	MULTIPOLYGON (((127.0403775903388 37.17797603789552, 127.0403721293235 37.17887742460159, 127.0414986352879 37.17888178903854, 127.0415040829199 37.17798040219075, 127.0403775903388 37.17797603789552)))	0	0	0	43.0	0	0	0	0	0	1	0	0	0	0	293.34825757575754	4622.45	0.19804216378760184	3.49	0.25
337	다사592092	0	MULTIPOLYGON (((127.0403612065637 37.1806801975993, 127.0403557448192 37.18158158389093, 127.0414822909371 37.18158594875304, 127.0414877392965 37.18068456231968, 127.0403612065637 37.1806801975993)))	0	0	0	60.0	0	0	0	0	1	0	0	0	1	0	439.6963541666668	987.485	0.046606413766586016	85.595	0.25
338	다사592093	0	MULTIPOLYGON (((127.0403557448192 37.18158158389093, 127.0403502828317 37.18248297004442, 127.0414768423352 37.18248733504826, 127.0414822909371 37.18158594875304, 127.0403557448192 37.18158158389093)))	0	0	0	72.0	1	3	0	0	0	0	0	0	0	0	121.5871875	1273.464	0.10171873004124493	77.83800000000002	0.475
339	다사592094	2	MULTIPOLYGON (((127.0403502828317 37.18248297004442, 127.040344820601 37.18338435605975, 127.0414713934909 37.18338872120533, 127.0414768423352 37.18248733504826, 127.0403502828317 37.18248297004442)))	0	0	0	22.0	0	0	6	0	2	4	46	2	0	0	138.81614583333334	1559.443	0.1568310463159038	70.081	0.7
340	다사592095	0	MULTIPOLYGON (((127.040344820601 37.18338435605975, 127.0403393581272 37.18428574193693, 127.041465944404 37.18429010722424, 127.0414713934909 37.18338872120533, 127.040344820601 37.18338435605975)))	0	0	0	68.0	0	0	0	0	2	2	0	0	0	0	269.2809375	509.63	0.006007597505932704	93.065	0.5
