gid	accident_cnt	geometry	traffic	bigcar_ratio	rushhour_itn	rushhour_freq	road_with	schoolzone_num	safetysign_num	bump_num	cctv_num	child_num	school_num	facility_num	signal_num	busstop_num	crosswalk_num	sidewalk_num	ill_park	foot_traf	car_num	node	park_yn	foot_traf_mean
다사591061	0	MULTIPOLYGON (((127.0394042822883 37.15273278301509, 127.0393988147071 37.1536341734468, 127.0405249459213 37.15363854461648, 127.0405304001358 37.15273715404281, 127.0394042822883 37.15273278301509)))	9145.965000000002	0.11854285507225445	45.325	24.23	0.5	0	0	0	0	0.0	0.0	0.0	0	2	0	0	0	3	67	0	0	83.71905555555556
다사591062	0	MULTIPOLYGON (((127.0393988147071 37.1536341734468, 127.0393933468826 37.1545355637404, 127.040519491464 37.15453993505206, 127.0405249459213 37.15363854461648, 127.0393988147071 37.1536341734468)))	9145.965000000002	0.11854285507225445	45.325	24.23	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	153.99616567460316
다사591065	0	MULTIPOLYGON (((127.0393824105036 37.15633834391325, 127.039376941949 37.15723973379249, 127.0405031266356 37.1572441055301, 127.0405085818212 37.15634271550888, 127.0393824105036 37.15633834391325)))	4090.38	0.11867997398129225	41.18	20.11	0.5	0	0	0	1	0.0	0.0	0.0	0	0	0	0	0	4	7	0	0	40.33090277777777
다사591066	0	MULTIPOLYGON (((127.039376941949 37.15723973379249, 127.0393714731511 37.1581411235336, 127.0404976712073 37.15814549541322, 127.0405031266356 37.1572441055301, 127.039376941949 37.15723973379249)))	4090.38	0.11867997398129225	41.18	20.11	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	12	0	0	32.207881944444445
다사591067	0	MULTIPOLYGON (((127.0393714731511 37.1581411235336, 127.0393660041098 37.15904251313662, 127.0404922155362 37.15904688515821, 127.0404976712073 37.15814549541322, 127.0393714731511 37.1581411235336)))	7321.3625	0.11811065308205075	62.2925	41.92	0.75	0	0	0	0	0.0	0.0	0.0	0	1	0	0	0	4	5	0	0	52.61666666666667
다사591068	0	MULTIPOLYGON (((127.0393660041098 37.15904251313662, 127.0393605348251 37.1599439026015, 127.0404867596223 37.15994827476507, 127.0404922155362 37.15904688515821, 127.0393660041098 37.15904251313662)))	5459.3	0.08218607448147798	90.2975	71.9025	0.75	0	0	0	0	0.0	0.0	0.0	3	1	0	0	0	4	1	1	0	28.580039772727275
다사591069	0	MULTIPOLYGON (((127.0393605348251 37.1599439026015, 127.0393550652969 37.16084529192825, 127.0404813034655 37.16084966423384, 127.0404867596223 37.15994827476507, 127.0393605348251 37.1599439026015)))	455.3925	0.04328213014210455	93.5475	72.60249999999998	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	12	0	0	31.67213636363637
다사591070	0	MULTIPOLYGON (((127.0393550652969 37.16084529192825, 127.0393495955254 37.16174668111689, 127.040475847066 37.16175105356447, 127.0404813034655 37.16084966423384, 127.0393550652969 37.16084529192825)))	881.1283333333333	0.0866853849812166	90.21999999999998	70.77833333333331	0.5	0	0	0	1	0.0	0.0	0.0	7	0	0	0	11	4	2	1	0	57.47731060606061
다사591072	0	MULTIPOLYGON (((127.0393441255105 37.16264807016739, 127.0393386552521 37.16354945907976, 127.0404649335384 37.16355383181136, 127.0404703904236 37.16265244275699, 127.0393441255105 37.16264807016739)))	2006.2516666666666	0.06824134810836739	71.77833333333334	47.15833333333333	0.75	1	0	0	0	0.0	0.0	0.0	0	0	0	0	4	4	0	0	0	13.271736111111109
다사591073	0	MULTIPOLYGON (((127.0393386552521 37.16354945907976, 127.0393331847502 37.164450847854, 127.0404594764103 37.16445522072761, 127.0404649335384 37.16355383181136, 127.0393386552521 37.16354945907976)))	875.7249999999998	0.08018627219178283	99.37	97.4	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	31.901208333333336
다사591080	0	MULTIPOLYGON (((127.039300356626 37.1698591775987, 127.0392948844197 37.170760565406, 127.0404212697128 37.17076493927378, 127.0404267285412 37.16986355132444, 127.039300356626 37.1698591775987)))	2667.0216666666665	0.09061335276019536	44.96166666666666	34.14	0.7916666666666666	0	2	0	0	0.0	0.0	0.0	5	0	0	0	58	4	1	0	0	7.512015151515152
다사591081	0	MULTIPOLYGON (((127.0392948844197 37.170760565406, 127.0392894119698 37.17166195307517, 127.0404158106415 37.17166632708499, 127.0404212697128 37.17076493927378, 127.0392948844197 37.170760565406)))	8022.664999999999	0.17610420081891426	28.23	18.19	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	0	2.1345
다사591087	0	MULTIPOLYGON (((127.0392620460671 37.17616888934887, 127.0392565721557 37.17707027618919, 127.040383051111 37.17707465105131, 127.0403885116403 37.17617326406894, 127.0392620460671 37.17616888934887)))	24484.24	0.19235965666077445	0.34	0.09	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	23.01948051948052
다사591088	0	MULTIPOLYGON (((127.0392565721557 37.17707027618919, 127.0392510980007 37.17797166289134, 127.0403775903388 37.17797603789552, 127.040383051111 37.17707465105131, 127.0392565721557 37.17707027618919)))	24257.33	0.18191559710042404	0.5366666666666666	0.06833333333333334	0.8333333333333334	0	1	0	0	0.0	0.0	0.0	0	0	0	0	0	4	3	0	0	39.10822916666667
다사591089	0	MULTIPOLYGON (((127.0392510980007 37.17797166289134, 127.0392456236021 37.17887304945535, 127.0403721293235 37.17887742460159, 127.0403775903388 37.17797603789552, 127.0392510980007 37.17797166289134)))	14458.64	0.19030361962698825	6.54	1.7775	0.625	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	1	0	0	47.47593749999999
다사591090	0	MULTIPOLYGON (((127.0392456236021 37.17887304945535, 127.0392401489599 37.17977443588122, 127.0403666680651 37.17977881116953, 127.0403721293235 37.17887742460159, 127.0392456236021 37.17887304945535)))	14458.64	0.19030361962698825	6.54	1.7775	0.625	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	77.81015625
다사591091	0	MULTIPOLYGON (((127.0392401489599 37.17977443588122, 127.039234674074 37.18067582216893, 127.0403612065637 37.1806801975993, 127.0403666680651 37.17977881116953, 127.0392401489599 37.17977443588122)))	18017.36333333333	0.18869118356417824	4.593333333333333	1.215	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	9	1	0	77.101875
다사591092	0	MULTIPOLYGON (((127.039234674074 37.18067582216893, 127.0392291989444 37.18157720831848, 127.0403557448192 37.18158158389093, 127.0403612065637 37.1806801975993, 127.039234674074 37.18067582216893)))	25134.81	0.18546631143855835	0.7	0.09000000000000001	1.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	149.74541666666667
다사591093	0	MULTIPOLYGON (((127.0392291989444 37.18157720831848, 127.0392237235712 37.18247859432989, 127.0403502828317 37.18248297004442, 127.0403557448192 37.18158158389093, 127.0392291989444 37.18157720831848)))	17754.468333333334	0.16084679319124082	1.4933333333333334	0.15666666666666668	0.8333333333333334	0	0	0	0	35.0	0.0	0.0	0	0	0	0	0	4	0	0	0	116.04541666666668
다사591094	0	MULTIPOLYGON (((127.0392237235712 37.18247859432989, 127.0392182479542 37.18337998020315, 127.040344820601 37.18338435605975, 127.0403502828317 37.18248297004442, 127.0392237235712 37.18247859432989)))	7790.932777777778	0.20094632356810224	31.41166666666667	26.736666666666665	0.5555555555555556	0	2	0	1	33.0	0.0	0.0	0	0	0	0	0	4	0	1	0	87.22760416666668
다사591095	1	MULTIPOLYGON (((127.0392182479542 37.18337998020315, 127.0392127720936 37.18428136593823, 127.0403393581272 37.18428574193693, 127.040344820601 37.18338435605975, 127.0392182479542 37.18337998020315)))	6664.64	0.11361003745138525	8.02	1.36	0.5	1	0	0	0	0.0	2.0	0.0	0	0	0	2	0	4	0	0	0	95.54677083333333
다사591097	0	MULTIPOLYGON (((127.0392072959893 37.18518275153517, 127.0392018196412 37.18608413699395, 127.0403284324503 37.18608851327682, 127.0403338954103 37.18518712767595, 127.0392072959893 37.18518275153517)))	839.4749999999997	0.43377889317610496	99.77	96.72	0.5	0	0	0	0	258.0	3.0	0.0	0	0	0	0	0	4	0	0	0	624.27375
다사591098	0	MULTIPOLYGON (((127.0392018196412 37.18608413699395, 127.0391963430494 37.18698552231456, 127.0403229692472 37.18698989873953, 127.0403284324503 37.18608851327682, 127.0392018196412 37.18608413699395)))	16674.02	0.12881767442306935	48.195	28.63	1.0	0	0	0	0	80.0	1.0	0.0	0	1	0	0	0	4	0	0	0	273.99093750000003
다사591099	1	MULTIPOLYGON (((127.0391963430494 37.18698552231456, 127.0391908662139 37.18788690749702, 127.0403175058009 37.18789128406409, 127.0403229692472 37.18698989873953, 127.0391963430494 37.18698552231456)))	6114.0706249999985	0.2953364186247661	72.24374999999998	50.594375	0.6875	0	1	0	1	0.0	0.0	0.0	4	1	4	10	37	4	0	1	0	189.4283333333333
다사591100	0	MULTIPOLYGON (((127.0391908662139 37.18788690749702, 127.0391853891345 37.18878829254131, 127.0403120421115 37.18879266925048, 127.0403175058009 37.18789128406409, 127.0391908662139 37.18788690749702)))	1843.95	0.3640990535094254	71.705	46.290000000000006	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	6	1	0	74.7178125
다사591102	0	MULTIPOLYGON (((127.0391799118115 37.18968967744744, 127.0391744342446 37.19059106221541, 127.040301114003 37.19059543920879, 127.0403065781788 37.18969405429872, 127.0391799118115 37.18968967744744)))	2477.2200000000007	0.09883588098044327	9.55	2.405	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	2.7507916666666663
다사592036	0	MULTIPOLYGON (((127.0406666766453 37.13020234481768, 127.0406612284953 37.13110373884377, 127.0417870259646 37.1311080957743, 127.0417924607627 37.13020670160667, 127.0406666766453 37.13020234481768)))	4721.154999999999	0.13448653682279374	14.495	2.84	0.5	0	0	0	0	0.0	0.0	0.0	0	2	0	0	2	4	43	0	0	3.660492424242424
다사592037	0	MULTIPOLYGON (((127.0406612284953 37.13110373884377, 127.0406557801029 37.1320051327318, 127.0417815909245 37.13200948980387, 127.0417870259646 37.1311080957743, 127.0406612284953 37.13110373884377)))	4933.24	0.1293687470618569	10.225	1.7899999999999998	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	4	4	0	1	0	1.1149772727272729
다사592038	0	MULTIPOLYGON (((127.0406557801029 37.1320051327318, 127.0406503314681 37.13290652648173, 127.0417761556426 37.13291088369535, 127.0417815909245 37.13200948980387, 127.0406557801029 37.1320051327318)))	5114.380000000001	0.12883282040051772	4.05	0.57	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	4	0	0	3.872038690476191
다사592039	0	MULTIPOLYGON (((127.0406503314681 37.13290652648173, 127.0406448825907 37.1338079200936, 127.0417707201189 37.13381227744877, 127.0417761556426 37.13291088369535, 127.0406503314681 37.13290652648173)))	5114.380000000001	0.12883282040051772	4.05	0.57	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0.7949999999999998
다사592040	0	MULTIPOLYGON (((127.0406448825907 37.1338079200936, 127.0406394334709 37.13470931356735, 127.0417652843532 37.13471367106408, 127.0417707201189 37.13381227744877, 127.0406448825907 37.1338079200936)))	7099.93	0.122011627335982	59.32833333333334	49.62333333333334	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	8	0	0	5.530587121212121
다사592041	0	MULTIPOLYGON (((127.0406394334709 37.13470931356735, 127.0406339841086 37.13561070690303, 127.0417598483456 37.13561506454131, 127.0417652843532 37.13471367106408, 127.0406394334709 37.13470931356735)))	7099.93	0.122011627335982	59.32833333333334	49.62333333333334	0.75	0	1	0	0	0.0	0.0	0.0	0	0	0	0	0	3	0	0	0	0.7537407407407408
다사592047	0	MULTIPOLYGON (((127.0406067336592 37.14011767151007, 127.0406012828417 37.14101906401721, 127.0417272272197 37.1410234225049, 127.0417326646789 37.14012202985619, 127.0406067336592 37.14011767151007)))	4774.859999999999	0.09966549622170807	96.63	92.615	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	8	0	0	40.167418154761904
다사592062	0	MULTIPOLYGON (((127.0405249459213 37.15363854461648, 127.040519491464 37.15453993505206, 127.0416456362881 37.15454429566382, 127.0416510773781 37.15364290508662, 127.0405249459213 37.15363854461648)))	9145.965000000002	0.11854285507225445	45.325	24.23	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	1	12	0	0	26.982
다사592063	0	MULTIPOLYGON (((127.040519491464 37.15453993505206, 127.0405140367639 37.15544132534954, 127.0416401949559 37.15544568610292, 127.0416456362881 37.15454429566382, 127.040519491464 37.15453993505206)))	8221.148125000003	0.1554248531124353	84.836875	75.55375	0.28125	0	1	0	0	0.0	0.0	0.0	4	0	0	0	0	4	11	1	0	72.22104166666666
다사592064	0	MULTIPOLYGON (((127.0405140367639 37.15544132534954, 127.0405085818212 37.15634271550888, 127.0416347533815 37.1563470764039, 127.0416401949559 37.15544568610292, 127.0405140367639 37.15544132534954)))	6481.673333333332	0.12315822945153995	84.97555555555556	76.41444444444444	0.2777777777777778	0	1	0	0	0.0	0.0	0.0	0	2	0	0	0	3	20	0	0	51.318009259259256
다사592065	0	MULTIPOLYGON (((127.0405085818212 37.15634271550888, 127.0405031266356 37.1572441055301, 127.041629311565 37.15724846656676, 127.0416347533815 37.1563470764039, 127.0405085818212 37.15634271550888)))	4090.38	0.11867997398129225	41.18	20.11	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	3	0	0	0	18.381071428571428
다사592066	0	MULTIPOLYGON (((127.0405031266356 37.1572441055301, 127.0404976712073 37.15814549541322, 127.0416238695063 37.15814985659152, 127.041629311565 37.15724846656676, 127.0405031266356 37.1572441055301)))	8339.81	0.12758774606585302	84.33	65.025	1.0	0	1	0	0	0.0	0.0	0.0	0	0	0	0	0	4	1	0	0	28.02812500000001
다사592067	0	MULTIPOLYGON (((127.0404976712073 37.15814549541322, 127.0404922155362 37.15904688515821, 127.0416184272054 37.15905124647815, 127.0416238695063 37.15814985659152, 127.0404976712073 37.15814549541322)))	7783.0216666666665	0.12172471062815908	82.80166666666669	67.84166666666665	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	1	4	0	0	0	42.429375
다사592068	0	MULTIPOLYGON (((127.0404922155362 37.15904688515821, 127.0404867596223 37.15994827476507, 127.0416129846623 37.15995263622668, 127.0416184272054 37.15905124647815, 127.0404922155362 37.15904688515821)))	366.25500000000005	0.046830816780146695	97.19	80.07499999999997	0.5	0	0	0	0	0.0	0.0	0.0	3	0	0	0	0	4	0	0	0	30.84814583333333
다사592069	0	MULTIPOLYGON (((127.0404867596223 37.15994827476507, 127.0404813034655 37.16084966423384, 127.0416075418769 37.16085402583708, 127.0416129846623 37.15995263622668, 127.0404867596223 37.15994827476507)))	5254.90625	0.08863007176046778	61.87625	41.86999999999999	0.375	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	8	0	0	24.4458125
다사592070	0	MULTIPOLYGON (((127.0404813034655 37.16084966423384, 127.040475847066 37.16175105356447, 127.0416020988494 37.16175541530936, 127.0416075418769 37.16085402583708, 127.0404813034655 37.16084966423384)))	6884.456666666665	0.10256315675390816	50.105	29.134999999999994	0.3333333333333333	0	0	0	0	0.0	0.0	0.0	3	0	0	0	0	4	0	1	0	20.04145833333333
다사592071	0	MULTIPOLYGON (((127.040475847066 37.16175105356447, 127.0404703904236 37.16265244275699, 127.0415966555796 37.16265680464353, 127.0416020988494 37.16175541530936, 127.040475847066 37.16175105356447)))	10216.4125	0.14614000387032647	37.494166666666665	20.004166666666666	0.375	1	1	0	0	0.0	0.0	0.0	0	0	0	0	1	4	0	1	0	16.032291666666666
다사592072	0	MULTIPOLYGON (((127.0404703904236 37.16265244275699, 127.0404649335384 37.16355383181136, 127.0415912120675 37.16355819383956, 127.0415966555796 37.16265680464353, 127.0404703904236 37.16265244275699)))	7717.7575	0.11784509213461973	46.94375	22.628750000000004	0.65625	1	1	0	0	0.0	0.0	0.0	3	1	0	0	1	4	0	1	0	10.764513888888885
다사592073	0	MULTIPOLYGON (((127.0404649335384 37.16355383181136, 127.0404594764103 37.16445522072761, 127.0415857683133 37.16445958289749, 127.0415912120675 37.16355819383956, 127.0404649335384 37.16355383181136)))	17486.739999999998	0.14679637256572695	69.92	13.62	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	3.860336174242424
다사592074	0	MULTIPOLYGON (((127.0404594764103 37.16445522072761, 127.0404540190394 37.16535660950574, 127.0415803243167 37.16536097181728, 127.0415857683133 37.16445958289749, 127.0404594764103 37.16445522072761)))	17486.739999999998	0.14679637256572695	69.92	13.62	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	3	0	0	78.1153611111111
다사592075	0	MULTIPOLYGON (((127.0404540190394 37.16535660950574, 127.0404485614255 37.16625799814574, 127.0415748800778 37.16626236059896, 127.0415803243167 37.16536097181728, 127.0404540190394 37.16535660950574)))	17495.605	0.1471287819535693	53.625	9.55	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	17.463083333333334
다사592076	0	MULTIPOLYGON (((127.0404485614255 37.16625799814574, 127.0404431035688 37.16715938664762, 127.0415694355967 37.1671637492425, 127.0415748800778 37.16626236059896, 127.0404485614255 37.16625799814574)))	17504.47	0.14746119134141164	37.33	5.48	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	1.393229166666667
다사592077	0	MULTIPOLYGON (((127.0404431035688 37.16715938664762, 127.0404376454692 37.16806077501136, 127.0415639908732 37.16806513774792, 127.0415694355967 37.1671637492425, 127.0404431035688 37.16715938664762)))	17504.47	0.14746119134141164	37.33	5.48	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	0	6.700416666666667
다사592078	0	MULTIPOLYGON (((127.0404376454692 37.16806077501136, 127.0404321871267 37.16896216323696, 127.0415585459075 37.16896652611521, 127.0415639908732 37.16806513774792, 127.0404376454692 37.16806077501136)))	17504.47	0.14746119134141164	37.33	5.48	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	0	27.89041666666667
다사592079	0	MULTIPOLYGON (((127.0404321871267 37.16896216323696, 127.0404267285412 37.16986355132444, 127.0415531006994 37.16986791434437, 127.0415585459075 37.16896652611521, 127.0404321871267 37.16896216323696)))	13817.897999999996	0.13668354517677672	16.663999999999998	2.7860000000000005	0.55	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	3	0	0	0	3.4377962962962965
다사592080	0	MULTIPOLYGON (((127.0404267285412 37.16986355132444, 127.0404212697128 37.17076493927378, 127.0415476552489 37.17076930243539, 127.0415531006994 37.16986791434437, 127.0404267285412 37.16986355132444)))	7384.978333333333	0.12751531430525864	10.328333333333337	2.646666666666667	0.5833333333333334	0	0	0	1	0.0	0.0	0.0	2	0	0	0	45	4	0	0	0	16.940555555555555
다사592081	0	MULTIPOLYGON (((127.0404212697128 37.17076493927378, 127.0404158106415 37.17166632708499, 127.0415422095561 37.1716706903883, 127.0415476552489 37.17076930243539, 127.0404212697128 37.17076493927378)))	13735.663333333336	0.1547132602871424	4.513333333333333	0.5033333333333333	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	10.08998106060606
다사592082	0	MULTIPOLYGON (((127.0404158106415 37.17166632708499, 127.0404103513272 37.17256771475806, 127.041536763621 37.17257207820306, 127.0415422095561 37.1716706903883, 127.0404158106415 37.17166632708499)))	12288.1925	0.17391699172639674	2.3725	0.30250000000000005	0.4375	0	1	0	0	0.0	0.0	0.0	0	0	0	0	0	3	0	1	0	16.119722222222222
다사592083	0	MULTIPOLYGON (((127.0404103513272 37.17256771475806, 127.04040489177 37.17346910229298, 127.0415313174435 37.17347346587967, 127.041536763621 37.17257207820306, 127.0404103513272 37.17256771475806)))	13772.200000000004	0.1769688959163556	0.12333333333333335	0.03333333333333333	0.4166666666666667	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	11.686837121212122
다사592084	0	MULTIPOLYGON (((127.04040489177 37.17346910229298, 127.0403994319697 37.17437048968978, 127.0415258710236 37.17437485341816, 127.0415313174435 37.17347346587967, 127.04040489177 37.17346910229298)))	12138.675	0.17066169632211908	0.0925	0.025	0.375	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	1	0	0	23.38302083333333
다사592085	0	MULTIPOLYGON (((127.0403994319697 37.17437048968978, 127.0403939719265 37.17527187694843, 127.0415204243613 37.17527624081852, 127.0415258710236 37.17437485341816, 127.0403994319697 37.17437048968978)))	12138.675	0.17066169632211908	0.0925	0.025	0.375	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	3	0	0	0	46.28178571428572
다사592086	0	MULTIPOLYGON (((127.0403939719265 37.17527187694843, 127.0403885116403 37.17617326406894, 127.0415149774566 37.17617762808073, 127.0415204243613 37.17527624081852, 127.0403939719265 37.17527187694843)))	11100.055714285716	0.1794578861594733	1.9057142857142857	0.5299999999999999	0.35714285714285715	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	1	0	94.64939393939396
다사592087	0	MULTIPOLYGON (((127.0403885116403 37.17617326406894, 127.040383051111 37.17707465105131, 127.0415095303094 37.17707901520481, 127.0415149774566 37.17617762808073, 127.0403885116403 37.17617326406894)))	13963.522222222222	0.17212429632965667	2.075555555555556	0.4488888888888889	0.4444444444444444	0	0	0	0	90.0	0.0	0.0	0	0	0	0	1	4	945	0	0	172.9217361111111
다사592088	0	MULTIPOLYGON (((127.040383051111 37.17707465105131, 127.0403775903388 37.17797603789552, 127.0415040829199 37.17798040219075, 127.0415095303094 37.17707901520481, 127.040383051111 37.17707465105131)))	14307.684999999998	0.18443211148086247	6.575	1.77	0.5	0	1	0	0	42.0	0.0	0.0	0	0	0	0	0	4	0	0	0	157.61666666666667
다사592089	1	MULTIPOLYGON (((127.0403775903388 37.17797603789552, 127.0403721293235 37.17887742460159, 127.0414986352879 37.17888178903854, 127.0415040829199 37.17798040219075, 127.0403775903388 37.17797603789552)))	4622.45	0.19804216378760184	12.48	3.49	0.25	0	0	0	0	43.0	0.0	0.0	0	0	0	1	0	4	0	0	0	293.34825757575754
다사592092	0	MULTIPOLYGON (((127.0403612065637 37.1806801975993, 127.0403557448192 37.18158158389093, 127.0414822909371 37.18158594875304, 127.0414877392965 37.18068456231968, 127.0403612065637 37.1806801975993)))	987.485	0.046606413766586016	95.035	85.595	0.25	0	0	0	1	60.0	0.0	0.0	0	0	0	0	0	4	0	1	0	439.6963541666668
다사592094	2	MULTIPOLYGON (((127.0403502828317 37.18248297004442, 127.040344820601 37.18338435605975, 127.0414713934909 37.18338872120533, 127.0414768423352 37.18248733504826, 127.0403502828317 37.18248297004442)))	1559.443	0.1568310463159038	88.37	70.081	0.7	0	0	0	1	22.0	0.0	0.0	6	0	2	4	46	4	2	0	0	138.81614583333334
다사592095	0	MULTIPOLYGON (((127.040344820601 37.18338435605975, 127.0403393581272 37.18428574193693, 127.041465944404 37.18429010722424, 127.0414713934909 37.18338872120533, 127.040344820601 37.18338435605975)))	509.63	0.006007597505932704	99.475	93.065	0.5	0	0	0	0	68.0	0.0	0.0	0	0	0	0	0	4	0	0	0	269.2809375
다사592096	1	MULTIPOLYGON (((127.0403393581272 37.18428574193693, 127.0403338954103 37.18518712767595, 127.0414604950746 37.185191493105, 127.041465944404 37.18429010722424, 127.0403393581272 37.18428574193693)))	674.5524999999999	0.21989324534101884	99.6225	94.8925	0.5	0	0	0	0	127.0	1.0	0.0	0	0	0	0	0	4	0	0	0	244.89791666666667
다사592097	0	MULTIPOLYGON (((127.0403338954103 37.18518712767595, 127.0403284324503 37.18608851327682, 127.0414550455026 37.18609287884761, 127.0414604950746 37.185191493105, 127.0403338954103 37.18518712767595)))	839.4749999999997	0.43377889317610496	99.77	96.72	0.5	0	0	0	0	45.0	1.0	6.0	0	0	0	0	0	4	1345	0	0	200.2145833333333
다사592098	1	MULTIPOLYGON (((127.0403284324503 37.18608851327682, 127.0403229692472 37.18698989873953, 127.0414495956882 37.18699426445207, 127.0414550455026 37.18609287884761, 127.0403284324503 37.18608851327682)))	4142.532499999998	0.2085763375624535	65.71687499999999	39.301875	0.65625	0	0	0	1	0.0	0.0	0.0	0	0	1	9	0	4	0	1	0	424.2745833333333
다사592099	0	MULTIPOLYGON (((127.0403229692472 37.18698989873953, 127.0403175058009 37.18789128406409, 127.0414441456311 37.18789564991838, 127.0414495956882 37.18699426445207, 127.0403229692472 37.18698989873953)))	9825.735	0.14157117602975933	61.614	34.176	0.85	0	2	0	0	0.0	0.0	0.0	3	0	0	0	0	4	0	0	0	594.3710416666665
다사592100	0	MULTIPOLYGON (((127.0403175058009 37.18789128406409, 127.0403120421115 37.18879266925048, 127.0414386953315 37.18879703524654, 127.0414441456311 37.18789564991838, 127.0403175058009 37.18789128406409)))	11854.336666666668	0.20781283516176025	50.655	22.27	0.8333333333333334	0	0	0	0	0.0	0.0	0.0	0	2	0	0	3	4	7	0	0	347.9746875
다사592101	0	MULTIPOLYGON (((127.0403120421115 37.18879266925048, 127.0403065781788 37.18969405429872, 127.0414332447894 37.18969842043651, 127.0414386953315 37.18879703524654, 127.0403120421115 37.18879266925048)))	1665.4407142857144	0.20728375928339896	49.62285714285714	36.39142857142857	0.42857142857142855	0	1	0	0	0.0	0.0	0.0	1	0	0	0	0	4	16	1	0	22.03427083333333
다사592102	1	MULTIPOLYGON (((127.0403065781788 37.18969405429872, 127.040301114003 37.19059543920879, 127.0414277940046 37.19059980548835, 127.0414332447894 37.18969842043651, 127.0403065781788 37.18969405429872)))	2477.2200000000007	0.09883588098044327	9.55	2.405	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	2	0	2	0	0	0	1.4804166666666667
다사592110	0	MULTIPOLYGON (((127.0402628579622 37.19690512971069, 127.0402573918405 37.19780651351542, 127.041384178992 37.19781088092917, 127.0413896317178 37.19690949698264, 127.0402628579622 37.19690512971069)))	14476.435	0.10888015424849873	52.78	45.9725	0.625	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	1	0	79.94552083333333
다사592111	0	MULTIPOLYGON (((127.0402573918405 37.19780651351542, 127.0402519254755 37.19870789718199, 127.0413787260234 37.19871226473754, 127.041384178992 37.19781088092917, 127.0402573918405 37.19780651351542)))	4697.14	0.041016448306842035	11.96	2.93	0.25	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	1	0	1	0	120.87291666666668
다사593036	0	MULTIPOLYGON (((127.0417924607627 37.13020670160667, 127.0417870259646 37.1311080957743, 127.0429128236756 37.13111244201396, 127.042918245122 37.13021104770512, 127.0417924607627 37.13020670160667)))	5102.94	0.13979492984532588	9.575	2.04	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	2	0	0	2.6445238095238093
다사593037	0	MULTIPOLYGON (((127.0417870259646 37.1311080957743, 127.0417815909245 37.13200948980387, 127.042907401988 37.13201383618471, 127.0429128236756 37.13111244201396, 127.0417870259646 37.1311080957743)))	5515.67	0.14052145976826022	6.56	1.41	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	3	0	0	0	1.3211666666666666
다사593038	0	MULTIPOLYGON (((127.0417815909245 37.13200948980387, 127.0417761556426 37.13291088369535, 127.0429019800591 37.1329152302174, 127.042907401988 37.13201383618471, 127.0417815909245 37.13200948980387)))	5515.67	0.14052145976826022	6.56	1.41	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	2	1	0	0	0.6423214285714286
